"","coef_name","coef_value","odds_value"
"1","intercept",-2.08140464287785,0.124754853053109
"2","count0-2",-0.325977484520738,0.721821439404404
"3","count0-1",-0.283232307618415,0.753344759803334
"4","pitch_number",-0.255237363293322,0.774732583057263
"5","count1-2",-0.126798277153435,0.880911354621318
"6","pitch_nameSinker",0.044242114635716,1.04523539104127
"7","vz0",0.0180308944997177,1.01819443251149
"8","vx0",-0.0101024400896446,0.989948418150046
"9","vy0",-0.00562286136400541,0.994392917333293
"10","ax",-0.00550582043460264,0.99450930881568
"11","fld_score",0.00476311951331082,1.00477448119892
"12","effective_speed",0.0034288978813682,1.00343478327659
"13","az",0.00192364592842784,1.00192549732221
"14","at_bat_number",-0.00171497177697409,0.998286497946825
"15","spin_axis",-0.000362907916038568,0.999637157927074
"16","release_spin_rate",0.000360127909597788,1.00036019276344
"17","post_fld_score",0.0000105921859290842,1.00001059224203
"18","pitcher_season_pitches_thrown",-0.00000726405670385868,0.999992735969679
"19","ump_season_pitches_called",-0.00000570875292356518,0.999994291263371
