"","coef_name","coef_value","odds_value"
"1","intercept",-25.5925289022025,0.00000000000767902214148914
"2","in_strike_zone",1.25061431452566,3.49248778457193
"3","count0-2",0.874958998936348,2.39877693954481
"4","count1-2",0.613892606114738,1.84760943486818
"5","count0-1",0.418986271715019,1.52041948189498
"6","pitch_nameSinker",-0.188936688416264,0.827838916828535
"7","count2-0",-0.112202939570392,0.893862838951953
"8","pitch_nameChangeup",0.109715967288139,1.1159610559947
"9","count2-2",0.109688343288985,1.11593022911321
"10","pitch_number",0.107897633442479,1.11393370999066
"11","count1-1",0.0822837797987292,1.08576388397133
"12","count1-0",-0.0502092879836298,0.951030364443657
"13","ay",0.0140914544113123,1.01419120695711
"14","standR",-0.0136192783199832,0.98647304445257
"15","game_year",0.0132680669466129,1.0133564783302
"16","az",-0.010541028551605,0.989514333395151
"17","vz0",-0.00593891822471375,0.994078682290216
"18","post_away_score",0.00183953143465577,1.00184122441054
"19","vx0",0.000916077306949482,1.00091649703392
"20","ax",0.000438674612112644,1.00043877084389
"21","vy0",0.000417100873271721,1.00041718787194
"22","release_spin_rate",-0.000153512424667031,0.999846499357762
"23","at_bat_number",0.000107834863784519,1.00010784067817
"24","pitcher_season_pitches_thrown",-0.0000392708895774984,0.999960729881514
"25","spin_axis",0.0000296614082399215,1.00002966184814
"26","ump_season_pitches_called",0.0000185302499881665,1.00001853042167
