"","coef_name","coef_value","odds_value"
"1","intercept",-39.8249464139725,0.00000000000000000506110713080458
"2","count0-2",0.737797090565976,2.09132344023246
"3","count1-2",0.506291484200563,1.65912687354529
"4","count0-1",0.300217232441463,1.35015207255258
"5","pitch_nameSinker",-0.153499626037682,0.857701084946653
"6","count2-0",-0.10383835466139,0.901370988064359
"7","pitch_nameChangeup",0.0832907521843355,1.0868577688833
"8","pitch_number",0.0758875768623614,1.07884128061753
"9","count1-0",-0.0737784503790541,0.928877463496294
"10","count2-2",0.0612025993062762,1.06311427858545
"11","game_year",0.0204218476980897,1.02063180040161
"12","standR",-0.0152658233391453,0.984850108659775
"13","ay",0.0131883602298447,1.01327571023132
"14","count1-1",0.0100071761429494,1.01005741537456
"15","az",-0.0099483007288273,0.99010101992713
"16","vz0",-0.00355187687539143,0.996454423577592
"17","post_away_score",0.00228935984393603,1.00229198242915
"18","fld_score",0.000622950294805497,1.00062314436864
"19","at_bat_number",-0.00020959461494011,0.999790427348477
"20","release_spin_rate",-0.000102362514886656,0.999897642723977
"21","pitcher_season_pitches_thrown",-0.0000380064797869409,0.99996199424245
"22","ump_season_pitches_called",0.0000168285085435161,1.00001682865014
"23","vy0",0.00000447564843878016,1.00000447565845
"24","spin_axis",-0.00000342188019580004,0.999996578125659
