"","coef_name","coef_value","odds_value"
"1","intercept",-48.0766249870588,0.00000000000000000000132003990317066
"2","descriptioncalled_strike",-3.23677149022513,0.0392905404450002
"3","pitch_number",-0.0587326607393107,0.942958825378574
"4","count3-0",0.0491435013367694,1.05037106957818
"5","game_year",0.0255749266559065,1.02590477100457
"6","ay",0.0090707989736072,1.00911206334318
"7","fld_score",0.00897331137852805,1.00901369223002
"8","vz0",0.00891914556474825,1.00895903966243
"9","vx0",-0.00630828099272362,0.993711574438666
"10","ax",-0.00359460390959117,0.996411848944908
"11","az",-0.00353306051901849,0.996473173395537
"12","bat_score",-0.00184259292722989,0.998159103604952
"13","at_bat_number",-0.00123915845078835,0.998761608989019
"14","effective_speed",0.000823499370234918,1.00082383853894
"15","home_score",-0.000701941462126121,0.999298304841148
"16","away_score",0.000652259074172767,1.00065247184138
"17","spin_axis",-0.000319094327609712,0.999680956577571
"18","post_away_score",0.000246108744812086,1.00024613903205
"19","release_spin_rate",0.000131498539500126,1.00013150718581
"20","pitcher_season_pitches_thrown",-0.0000344560215281164,0.999965544572074
"21","ump_season_pitches_called",0.0000138665451761378,1.00001386664132
